,Diputado,Anio,Doc,Folio,Fecha,Asesor,Detalle,Monto
467,Fernando Meza Moncada,2019,,,,MARCOS ANDRÉS ESPINOSA MONARDES,Análisis del proyecto de ley que modifica la ley general de bases del medio ambiente estableciendo un nuevo tipo de contaminacion olfativa,1030000
468,Fernando Meza Moncada,2019,,6229,12 mar 2019,MARCOS ANDRÉS ESPINOSA MONARDES,Análisis y consideraciones de la moción Parlamentaria contenida en el boletín 12.509-2,1030000
469,Fernando Meza Moncada,2019,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"Titulo: Análisis del proyecto de ley contenido en boletín 7543-12, que establece modificaciones al código de aguas.",1030000
470,Fernando Meza Moncada,2019,,6259,01 apr 2019,MARCOS ANDRÉS ESPINOSA MONARDES,"Análisis de la moción contenida del Boletín 11876-12 sobre protección de glaciares, medidas legislativas propuestas, y exámen de su articulado.",1030000
471,Fernando Meza Moncada,2019,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"El pontencial agotamiento del recurso hídrico en la Región de La Araucanía, análisis de los distintos parámetros que dan cuenta y sustentan esta condición.",1030000
472,Fernando Meza Moncada,2019,,6283,13 may 2019,MARCOS ANDRÉS ESPINOSA MONARDES,"SE ANALIZARÁN EL CONJUNTO DE POLÍTICAS PÚBLICAS QUE HAN CONSIDERADO LA OPINIÓN DE LOS PUEBLOS ORIGINARIOS,CON ESPECIAL ÉNFASIS EN LA CRISIS HÍDRICA QUE AFECTA AL PAÍS EN GENERAL,Y A LA REGIÓN DE LA ARAUCANÍA EN PARTICULAR",1030000
473,Fernando Meza Moncada,2019,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"TITULO: EL ESTADO DE EXCEPCIÓN ,SU DEFINICIÓN ,APLICACIÓN Y VIGENCIA DE ACUERDO A LA CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA",1030000
474,Fernando Meza Moncada,2019,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"TITULO: ANÁLISIS ,ALCANCES Y CONCLUSIONES DE LA XXV ,CONFERENCIA SOBRE EL CAMBIO CLIMÁTICO . COP 25.",1030000
475,Fernando Meza Moncada,2018,,,,ALVARO JAVIER ROJANO ORELLANA,"""ANÁLISIS Y PROPUESTA DE DESARROLLO SOBRE PLAN ARAUCANÍA""",1000000
476,Fernando Meza Moncada,2018,,5778,27 apr 2018,ALVARO JAVIER ROJANO ORELLANA,LOS DESAFÍOS DE LA EDUCACIÓN TÉCNICA EN LA ARAUCANÍA.,1000000
477,Fernando Meza Moncada,2018,,,,ALVARO JAVIER ROJANO ORELLANA,"""NECESIDADES EDUCATIVAS EN EL AULA""",1000000
478,Fernando Meza Moncada,2018,,5896,24 may 2018,ALVARO JAVIER ROJANO ORELLANA,""" LA PARTICIPACIÓN CIUDADANA O VINCULNTE""",1000000
479,Fernando Meza Moncada,2018,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"""RESPONSABILIDAD PENAL JUVENIL, ADOLESCENTE"" ESTADO ACTUAL DE SU LEGISLACIÓN.",1000000
480,Fernando Meza Moncada,2018,,5957,26 jun 2018,MARCOS ANDRÉS ESPINOSA MONARDES,PROPUESTA PARA REFORMA DE LA CONSTITUCIÓN DE 1980.,1000000
481,Fernando Meza Moncada,2018,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"""DIPLOMACIA PARLAMENTARIA, DESAFÍOS PARA EL SIGLO XXI""",1000000
482,Claudia Mix Jiménez,2020,,,,FUNDACION CHILE MOVILIZADO,"Asesoría político-legislativa: elaboración de proyectos de ley y minutas técnicas sobre las comisiones de -Desarrollo Social, superación de la pobreza y planificación. -Derechos Humanos y Pueblos Originarios -Medio Ambiente y Recursos Naturales",1698548
483,Claudia Mix Jiménez,2020,,,,FUNDACION CHILE MOVILIZADO,"Asesoría político-legislativa: elaboración de proyectos de ley y minutas técnicas sobre las comisiones de Desarrollo Social, superación de la pobreza y planificación, Derechos Humanos y Pueblos Originarios, Medio Ambiente y Recursos Naturales y temáticas que la contingencia nacional amerite. -minutas plan estratégico de vinculación territorial con el distrito.",8492740
484,Claudia Mix Jiménez,2019,,,,BÁRBARA LUA CASTILLO NAVARRO,"ASESORÍA LEGAL Y LEGISLATIVA: PROYECTOS E INICIATIVAS DE LEY LIGADOS A LOS DERECHOS DE LAS MUJERES, COMO LEY DE CUOTAS, PROYECTOS DE LEY SOBRE PARTO RESPETA, PROTECCIÓN DE LA LACTANCIA MATERNA Y REFORMA CONSTITUCIONAL.",1030000
485,Claudia Mix Jiménez,2019,,6220,30 jan 2019,BÁRBARA LUA CASTILLO NAVARRO,"ASESORÍA POLÍTICA Y COMUNICACIONAL.ELABORACIÓN DE MINUTAS INFORMATIVAS, POLÍTICAS Y COYUNTURALES.",1030000
486,Claudia Mix Jiménez,2019,,,,BÁRBARA LUA CASTILLO NAVARRO,DESMONUMENTALIZACIÓN DE LA DICTADURA MILITAR.,1030000
487,Claudia Mix Jiménez,2019,,6232,15 mar 2019,FUNDACION CHILE MOVILIZADO,ELABORACIÓN DE MINUTA TÉCNICA SOBRE COMISIÓN DE DERECHOS HUMANOS.,1030000
488,Claudia Mix Jiménez,2019,,,,FUNDACION CHILE MOVILIZADO,"Asesoría político legislativa, elaboración de proyectos de ley y minutas técnicas sobre las comisiones de -Desarrollo social ,superación de la pobreza y planificación -Derechos humanos y Pueblos Originarios",6800000
489,Claudia Mix Jiménez,2018,,,,BÁRBARA LUA CASTILLO NAVARRO,"ASESORÍA POLÍTICA Y LEGISLATIVA: ELABORACIÓN DE MINUTAS TÉCNICAS Y POLÍTICAS, DISCURSOS Y PROYECTOS E INDICACIONES RELACIONADOS CON LAS COMISIONES DE SALUD Y CIENCIAS Y TECNOLOGÍA. ELABORACIÓN DE MINUTAS DEL TRABAJO EN SALA, ELABORACIÓN DE PROYECTOS DE ACUERDO O RESOLUCIÓN EN MATERIAS SOLICITADAS. REDACCIÓN DE INFORME DE 100 DÍAS GOBIERNO DE SEBASTIÁN PIÑERA",2000000
490,Claudia Mix Jiménez,2018,,,,BÁRBARA LUA CASTILLO NAVARRO,"ASESORÍA LEGISLATIVA: INVESTIGACIÓN, RECOPILACIÓN DE DATOS, SISTEMATIZACIÓN, CONSTRUCCIÓN DE UN DIAGNÓSTICO Y PROPUESTAS SOBRE PROFUNDIZACIÓN DE LA DEMOCRACIA RADICAL. CONSECUENTEMENTE , LA ELABORACIÓN DEL PROYECTO DE LEY QUE MODIFICA LA CONSTITUCIÓN PARA AUMENTAR EL PERIODO DEL MANDATO PRESIDENCIAL E INCORPORAR EL MANDATO REVOCATORIO Y EL PROYECTO DE LEY QUE INCORPORA LA INICIATIVA POPULAR DE LEY.",2000000
491,Claudia Mix Jiménez,2018,,5709,26 mar 2018,BÁRBARA LUA CASTILLO NAVARRO,"ASESORÍA POLÍTICA Y LEGISLATIVA: ELABORACIÓN DE MINUTAS TÉCNICAS Y POLÍTICAS, DISCURSOS Y PROYECTOS E INDICACIONES RELACIONADAS CON LAS COMISIONES DE SALUD Y CIENCIAS Y TECNOLOGÍA.ELABORACIÓN DE MINUTAS DE TRABAJO EN SALA.ELABORACIÓN DE PROYECTOS DE ACUERDO O RESOLUCIÓN EN MATERIAS SOLICITADAS.REDACCIÓN DE INFORME DE TRABAJO LEGISLATIVO Y FISCALIZAR FRENTE AMPLIO.",2000000
492,Claudia Mix Jiménez,2018,,,,BÁRBARA LUA CASTILLO NAVARRO,"ASESORÍA POLÍTICO LEGISLATIVA: ELABORACIÓN DE MINUTAS TÉCNICAS, JURÍDICAS Y POLÍTICAS DE EVALUACIÓN Y ANÁLISIS DE PROYECTOS DE LEY. ELABORACIÓN DE INFORMES DE INVESTIGACIÓN Y ANÁLISIS DE ALGUNOS PROYECTOS EMBLEMÁTICOS.",3700000
493,Andrés Molina Magofke,2018,,,,MARIA DEL PILAR CANALES ERRAZURIZ,"LEVANTAMIENTO INFORMACIÓN PROBLEMÁTICA LOCAL COMUNA DE VILLARRICA, ASPECTOS DESARROLLO ECONÓMICO Y DESARROLLO URBANO Y RURAL. CON EL OBJETO DE DETECTAR LAS PRINCIPALES NECESIDADES EN TORNO A ESTAS TEMÁTICAS. EN EL MARCO DEL DESARROLLO DEL PLAN IMPULSO ARAUCANÍA.",500000
494,Manuel Monsalve Benavides,2018,,,,CAROLA ROSARIO LEIVA SILVA,Contextualización debate en materia de Educación: - Resolución Tribunal Constitucional. - Constitución Comisión Investigadora por el CAE.,500000
495,Manuel Monsalve Benavides,2018,,5805,01 apr 2018,GUSTAVO ALEXANDER HERRERA VERGARA,"Seguimiento de proyectos de ley de las comisiones de Hacienda, bomberos y la Investigadora de Actos del Gobierno relativos al sistema de créditos para el financiamiento de educación superior.",1000000
496,Celso Morales Muñoz,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
497,Celso Morales Muñoz,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
498,Celso Morales Muñoz,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
499,Celso Morales Muñoz,2019,,6196,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
500,Celso Morales Muñoz,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROGRAMA DE GOBIERNO Y PROYECTOS DE LEY PENDIENTES EN LA COMISIÓN DE MEDIO AMBIENTE.,700000
501,Celso Morales Muñoz,2018,,5656,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
502,Celso Morales Muñoz,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
503,Celso Morales Muñoz,2018,,5795,19 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
504,Cristhian Moreira Barros,2021,,,,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",6000000
505,Cristhian Moreira Barros,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
506,Cristhian Moreira Barros,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
507,Cristhian Moreira Barros,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
508,Cristhian Moreira Barros,2019,,6198,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
509,Cristhian Moreira Barros,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROYECTO DE LEY QUE REGULA LAS SOCIEDADES ANÓNIMAS DEPORTIVAS PROFESIONALES.,500000
510,Cristhian Moreira Barros,2018,,5642,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
511,Cristhian Moreira Barros,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
512,Cristhian Moreira Barros,2018,,5796,19 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
513,Jaime Mulet Martínez,2019,,,,RICARDO ENRIQUE VASQUEZ URRA,ASESORÍA ESTRATÉGICA DE PROTECCIÓN DENOMINACIÓN DE ORIGEN PARA EL PISCO CHILENO.,2060000
514,Jaime Mulet Martínez,2019,,6239,19 mar 2019,ANGELA CABEZON CONTRERAS CONSULTORIA COMUNICACIONAL EIRL (EMSIGN),ASESORÍA COMUNICACIONAL,2000000
515,Jaime Mulet Martínez,2019,,,,ANGELA CABEZON CONTRERAS CONSULTORIA COMUNICACIONAL EIRL (EMSIGN),ASESORÍA COMUNICACIONAL,2000000
516,Nicolás Noman Garrido,2019,,,,FUNDACION JAIME GUZMAN,INFORME DE POLÍTICAS PÚBLICAS,500000
517,Nicolás Noman Garrido,2019,,6249,12 mar 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
518,Nicolás Noman Garrido,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROGRAMA DE GOBIERNO Y PROYECTOS DE LEY PENDIENTES EN LA COMISIÓN DE MINERÍA Y ENERGÍA.,500000
519,Nicolás Noman Garrido,2018,,5643,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
520,Nicolás Noman Garrido,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
521,Nicolás Noman Garrido,2018,,5793,19 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
522,Iván Norambuena Farías,2021,,,,FUNDACION JAIME GUZMAN,ELABORACIÓN DE INFORME DENOMINADO: EL PROCESO CONSTITUYENTE Y EL ALCANCE EN MATERIA DE DERECHO A LA VIVIENDA.,1030000
523,Iván Norambuena Farías,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROGRAMA DE GOBIERNO Y PROYECTOS DE LEY PENDIENTES EN LAS COMISIONES DE TRANSPORTES Y OBRAS PÚBLICAS.,700000
524,Iván Norambuena Farías,2018,,5644,16 mar 2018,FUNDACION JAIME GUZMAN,RESUMEN A LA SALAASISTENCIA A COMISIONES DEL PARLAMENTARIO,1000000
525,Iván Norambuena Farías,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,500000
526,Iván Norambuena Farías,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,500000
527,Daniel Núñez Arancibia,2018,,,,DIEGO JAVIER RIVERA RAMÍREZ,"ASESORÍAS COMUNICACIONALES PARA EL HONORABLE DIPUTADO DANIEL NÚÑEZ CON RESÚMENES Y MONITOREOS DIARIOS DEL ACONTECER REGIONAL, COMUNICADOS Y NOTAS DE PRENSA EN RADIO, PRENSA ESCRITA, TV A NIVEL REGIONAL Y REDES SOCIALES.ADEMAS GESTIÓN CON LOS MEDIOS DE COMUNICACIÓN REGIONALES Y CONTENIDOS.",700000
528,Daniel Núñez Arancibia,2018,,5712,26 mar 2018,DIEGO JAVIER RIVERA RAMÍREZ,"ASESORÍAS COMUNICACIONALES CON RESÚMENES Y MONITOREOS DIARIOS DEL ACONTECER REGIONAL, COMUNICADOS Y NOTAS DE PRENSA EN RADIO, PRENSA ESCRITA, TV A NIVEL REGIONAL Y REDES SOCIALES. ADEMÁS GESTIÓN CON LOS MEDIOS DE COMUNICACIÓN REGIONALES Y CONTENIDOS.",900000
529,Daniel Núñez Arancibia,2018,,,,DIEGO JAVIER RIVERA RAMÍREZ,"ASESORÍAS COMUNICACIONALES PARA EL HONORABLE DIPUTADO DANIEL NÚÑEZ ARANCIBIA CON RESÚMENES Y MONITOREOS DIARIOS DEL ACONTECER REGIONAL, COMUNICADOS Y NOTAS DE PRENSA EN RADIO, PRENSA ESCRITA, TV A NIVEL REGIONAL Y REDES SOCIALES. ADEMÁS GESTIÓN CON LOS MEDIOS DE COMUNICACIÓN REGIONALES Y CONTENIDOS.",1800000
530,Emilia Nuyado Ancapichún,2018,,,,MARIO GONZALEZ ACUÑA,CAMBIOS AL CÓDIGO DE AGUAS.BORDE COSTERO LEY LAFKENCHE. APLICACIÓN,1000000
531,Emilia Nuyado Ancapichún,2018,,5760,23 apr 2018,MARIO GONZALEZ ACUÑA,INFORME SOBRE SITUACION DE AREAS SILVESTRES PROTEGIDAS RELACIONADAS CON COMUNIDADES DE PUEBLOS INDIGENAS Y MINUTAS MISCELANEAS PARA SESIONES DE LA CAMARA.,1000000
532,Emilia Nuyado Ancapichún,2018,,,,MARIO GONZALEZ ACUÑA,PROPUESTA DE REGLAMENTO DE CONSULTA.PROPUESTA DE PROYECTO DE RECONOCIMIENTO CONSTITUCIONAL PUEBLOS INDÍGENAS.,1000000
533,Maite Orsini Pascal,2018,,,,EKHOS SPA,"ELABORACIÓN COLABORATIVA DEL DISEÑO DE LA ESTRATEGIA DE POSICIONAMIENTO COMUNICACIONAL Y POLÍTICO DE LA DIPUTADA PARA SU PERIODO PARLAMENTARIO 2018-2022, CON ÉNFASIS EN EL PROCESO DE INSTALACIÓN DEL PRIMER AÑO.",1190000
534,Maite Orsini Pascal,2018,,,,EL MAPA CONSULTORES SPA,"PROPUESTA DE BASE DESDE EL ÁMBITO DE LA SALUD PÚBLICA PARA EL DESARROLLO DE ARGUMENTOS JURÍDICO-COMUNICACIONALES QUE INSUMEN LA VOCERÍA POLÍTICA POR PARTE DE LA DIPUTADA MAITE ORSINI DURANTE EL PROCESO DE ACUSACIÓN CONSTITUCIONAL CONTRA EL MINISTRO DE SALUD, EMILIO SANTELICES",400000
535,José Miguel Ortiz Novoa,2018,,,,LORENA GAETE ZUÑIGA,MINUTAS DE ANÁLISIS Y DESSARROLLO DE LOS PRINCIPALES EJES CONTENIDOS EN LOS PROYECTOS LEGISLATIVOS DE INTERÉS DEL SOLICITANTE.ANÁLISIS DE ESCENARIO PARA ESTABLECER OBJETIVOS DE LOS PRINCIPALES CONTENIDOS DE INTERÉS CIUDADANO.,700000
536,José Miguel Ortiz Novoa,2018,,5675,22 mar 2018,LORENA GAETE ZUÑIGA,MINUTAS DE ANÁLISIS Y DESARROLLO DE LOS PRINCIPALES EJES CONTENIDOS EN LOS PROYECTOS LEGISLATIVOS DE INTERÉS DEL SOLICITANTE. ANÁLISIS DE ESCENARIO PARA ESTABLECER OBJETIVOS DE LOS PRINCIPALES CONTENIDOS DE INTERÉS CIUDADANO.,1000000
537,José Miguel Ortiz Novoa,2018,,,,LORENA GAETE ZUÑIGA,ASESORÍA COMUNICACIONAL EN MATERIAS LEGISLATIVAS QUE SE TRADUCE EN MINUTAS DE ANÁLISIS Y DESARROLLO DE LOS PRINCIPALES EJES CONTENIDOS EN LOS PROYECTOS LEGISLATIVOS DE INTERÉS DEL SOLICITANTE.,1000000
538,José Miguel Ortiz Novoa,2018,,5753,19 apr 2018,LORENA GAETE ZUÑIGA,ASESORÍA COMUNICACIONAL EN MATERIAS LEGISLATIVAS QUE SE TRADUCE EN MINUTAS DE ANÁLISIS Y DESARROLLO DE LOS PRINCIPALES EJES CONTENIDOS EN LOS PROYECTOS LEGISLATIVOS DE INTERÉS DEL SOLICITANTE.,1000000
539,José Miguel Ortiz Novoa,2018,,,,LORENA GAETE ZUÑIGA,ASESORÍA COMUNICACIONAL EN MATERIAS LEGISLATIVAS QUE SE TRADUCE EN MINUTAS DE ANÁLISIS Y DESARROLLO DE LOS PRINCIPALES EJES CONTENIDOS EN LOS PROYECTOS LEGISLATIVOS DE INTERÉS DEL SOLICITANTE.,1000000
540,Andrea Parra Sauterel,2021,,,,ASESORÍAS Y CONSULTORÍAS THEMIS SPA,"Asesoría en redacción, análisis de proyectos y comunicaciones.",4200000
541,Andrea Parra Sauterel,2018,,,,AMORY ALEJANDRA LLANOS AVENDAÑO,"ELABORACIÓN DE MINUTAS PARA DISCUSIÓN EN PROYECTOS DE LEY EN LAS COMISIONES EN LAS CUALES LA DIPUTADA PARTICIPA: COMISIÓN DE GOBIERNO INTERIOR, COMISIÓN DE SEGURIDAD CIUDADANA Y COMISIÓN INVESTIGADORA OPERACIÓN HURACÁN.SEGUIMIENTO DE LOS TEMAS TRATADOS EN COMISIONES, ASÍ COMO LA REALIZACIÓN DE INDICACIONES A LOS PROYECTOS DE LEY PRESENTADOS EN ELLAS.",777000
542,Andrea Parra Sauterel,2018,,5744,18 apr 2018,AMORY ALEJANDRA LLANOS AVENDAÑO,"Elaboración de minutas para discucion en proyectos de ley en las comisiones en las cuales la Diputada participa : Comisión de gobierno interior, Comisión de seguridad ciudadana y Comisión Investigadora Operación Huracán. Seguimiento de los temas tratados en las comisiones, asi como la realización de indicaciones a los proyectos de ley presentados en ellas.",777778
543,Andrea Parra Sauterel,2018,,,,AMORY ALEJANDRA LLANOS AVENDAÑO,"Elaboración de minutas para discucion en proyectos de ley en las comisiones en las cuales la Diputada participa : Comisión de gobierno interior, Comisión de seguridad ciudadana y Comisión Investigadora Operación Huracán. Seguimiento de los temas tratados en las comisiones, asi como la realización de indicaciones a los proyectos de ley presentados en ellas.",777777
544,José Pérez Arriagada,2020,,,,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"- 13.179-09, Proyecto de ley que establece normas de eficiencia hídrica y adaptación al cambio climático. - 13.170-07, Proyecto de ley que amplía las hipótesis de incendio previstas en el número 3 del artículo 476 del Código Penal",2060000
545,José Pérez Arriagada,2019,,,,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"MODIFICA LA LY N°17.798, SOBRE CONTROL DE ARMAS, CON EL OBJETO DE PROHIBIR LA INSCRIPCIÓN, TENENCIA Y POSESIÓN DE ARMAS A PERSONAS FORMALIZADAS, PROCESADAS O CONDENADAS POR CRÍMENES DE LESA HUMANIDAD, GENOCIDIO O DELITOS DE GUERRA.",1030000
546,José Pérez Arriagada,2019,,6177,15 jan 2019,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"MENSAJE DE S.E EL PRESIDENTE DE LA REPÚBLICA CON EL QUE SE INICIA UN PROYECTO DE LEY QUE MODIFICA DIVERSOS CUERPOS NORMATIVOS EN MATERIA DE INTEGRACIÓN SOCIAL Y URBANA. 12288-14REGULA EL CONTRATO DE LOS TRABAJADORES QUE DESARROLLAN LABORES EN PLATAFORMAS DIGITALES DE SERVICIOS, BOLETÍN N°12475-13MODIFICA LA CARTA FUNDAMENTAL CON EL OBJETO DE ESTABLECER LA INICIATIVA CIUDADANA PARA PRESENTAR PROYECTOS DE LEY Y DE REFORMA CONSTITUCIONAL. BOLETIN N°12310-07",3060000
547,José Pérez Arriagada,2019,,,,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"- Modifica el Código Penal para aumentar las penas aplicables al delito de incendio 12708-07 - Modifica la Carta Fundamental para consagrar el derecho de toda persona a una vivienda digna, así como el derecho de participar en los procesos de ordenamiento territorial de la comuna que habita 12676-07",2060000
548,José Pérez Arriagada,2019,,,,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"- Modifica la Ley General de Servicios Eléctricos, con el objeto de fijar un plazo para la aprobación, por parte de las empresas distribuidoras de servicios eléctricos, de los proyectos de explotación de dichos servicios presentados por clientes finales En tramitación 12726-08 - Modifica la ley N° 18.362, que Crea un Sistema Nacional de Áreas Silvestres Protegidas del Estado, para garantizar que las dimensiones de las unidades de manejo en ella establecidas, así como su calidad de tal, solo puedan ser modificadas en virtud de una ley En tramitación 12752-12",2060000
549,José Pérez Arriagada,2019,,,,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"INFORME DE LA COMISIÓN DE SEGURIDAD CIUDADANA RECAÍDO EN EL PROYECTO DE LEY QUE FORTALECE EL CONTROL DE IDENTIDAD POR PARTE DE LAS POLICÍAS, ASÍ COMO LOS MECANISMOS DE CONTROL Y RECLAMO ANTE UN EJERCICIO ABUSIVO O DISCRIMINATORIO DEL MISMO. BOLETIN N° 12.506-25 Boletín No 9914-11, Proyecto de ley, iniciado en moción, que modifica el Código Sanitario para regular los medicamentos bioequivalentes genéricos y evitar la integración vertical de laboratorios y farmacias.",2060000
550,José Pérez Arriagada,2019,,6286,29 mar 2019,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"proyecto, iniciado en moción, con urgencia calificada de ""discusión inmediata"", que ""Modifica el Código Penal para tipificar como delito la alteración de la paz pública mediante la ejecución de actos de violencia, y agrava las penas aplicables, en las circunstancias que indica"". BOLETÍN N° 13090-25.",1030000
551,José Pérez Arriagada,2018,,,,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"MODIFICA EL CÓDIGO DEL TRABAJO, PARA APLICAR A LOS CONTRATOS A HONORARIOS, LA NORMATIVA PROPIA DE UN CONTRATO INDIVIDUAL DE TRABAJO, EN LAS CIRCUNSTANCIAS QUE INDICA. 11776-13",1000000
552,José Pérez Arriagada,2018,,5972,21 jun 2018,ASESORIA EN GESTION OPORTUNIDADES LTDA.,"MODIFICA LA LEY N°19.300, SOBRE BASES GENERALES DEL MEDIO AMBIENTE, PARA INCORPORAR EN ELLA EL CRITERIO DE CAMBIO CLIMÁTICO Y LA PARTICIPACIÓN CIUDADANA, EN EL PROCEDIMIENTO DE EVALUACIÓN DE IMPACTO AMBIENTAL.MODIFICA LA LEY GENERAL DE URBANISMO Y CONSTRUCCIONES, EN MATERIA DE INSTALACIÓN DE ESTABLECIMIENTOS DE LARGA ESTADÍA PARA ADULTOS MAYORES, CENTROS DIURNOS DE ADULTOS MAYORES, JARDINES INFANTILES Y SALAS CUNAS 11868-14.MODIFICA EL CÓDIGO SANITARIO EN MATERIA DE ROTULADO DE ENVASES DE ALIMENTOS Y MEDICAMENTOS, EN LO RELATIVO A FECHAS DE ELABORACIÓN Y CADUCIDAD. 11796-11",3000000
